,date,rates
AED,2022-06-01,3.912754
AFN,2022-06-01,95.338301
ALL,2022-06-01,120.425986
AMD,2022-06-01,474.716208
ANG,2022-06-01,1.919521
AOA,2022-06-01,451.796275
ARS,2022-06-01,128.140362
AUD,2022-06-01,1.485028
AWG,2022-06-01,1.917976
AZN,2022-06-01,1.810665
BAM,2022-06-01,1.9435989999999999
BBD,2022-06-01,2.150468
BDT,2022-06-01,94.870497
BGN,2022-06-01,1.957176
BHD,2022-06-01,0.401584
BIF,2022-06-01,2159.254853
BMD,2022-06-01,1.065247
BND,2022-06-01,1.461602
BOB,2022-06-01,7.332955
BRL,2022-06-01,5.131325
BSD,2022-06-01,1.065098
BTC,2022-06-01,3.5753211000000005e-05
BTN,2022-06-01,82.570499
BWP,2022-06-01,12.778289000000001
BYN,2022-06-01,3.597362
BYR,2022-06-01,20878.833311
BZD,2022-06-01,2.14689
CAD,2022-06-01,1.349327
CDF,2022-06-01,2135.818945
CHF,2022-06-01,1.026155
CLF,2022-06-01,0.031796
CLP,2022-06-01,877.347715
CNY,2022-06-01,7.122448
COP,2022-06-01,4112.032958
CRC,2022-06-01,727.213776
CUC,2022-06-01,1.065247
CUP,2022-06-01,28.229035
CVE,2022-06-01,110.839317
CZK,2022-06-01,24.736124
DJF,2022-06-01,189.31569
DKK,2022-06-01,7.440119
DOP,2022-06-01,58.74839
DZD,2022-06-01,154.569564
EGP,2022-06-01,19.846925
ERN,2022-06-01,15.9787
ETB,2022-06-01,54.945269
EUR,2022-06-01,1.0
FJD,2022-06-01,2.290924
FKP,2022-06-01,0.8717239999999999
GBP,2022-06-01,0.8533900000000001
GEL,2022-06-01,3.201119
GGP,2022-06-01,0.8717239999999999
GHS,2022-06-01,8.306401
GIP,2022-06-01,0.8717239999999999
GMD,2022-06-01,57.682843
GNF,2022-06-01,9419.444912
GTQ,2022-06-01,8.184993
GYD,2022-06-01,222.827785
HKD,2022-06-01,8.359709
HNL,2022-06-01,26.152016
HRK,2022-06-01,7.534809
HTG,2022-06-01,119.287346
HUF,2022-06-01,396.666953
IDR,2022-06-01,15505.19685
ILS,2022-06-01,3.560651
IMP,2022-06-01,0.8717239999999999
INR,2022-06-01,82.646464
IQD,2022-06-01,1555.792656
IRR,2022-06-01,45166.455494
ISK,2022-06-01,136.926771
JEP,2022-06-01,0.8717239999999999
JMD,2022-06-01,163.870791
JOD,2022-06-01,0.7565419999999999
JPY,2022-06-01,138.61524
KES,2022-06-01,124.474291
KGS,2022-06-01,84.737918
KHR,2022-06-01,4327.56621
KMF,2022-06-01,492.19716
KPW,2022-06-01,958.722175
KRW,2022-06-01,1328.678477
KWD,2022-06-01,0.32623199999999997
KYD,2022-06-01,0.887614
KZT,2022-06-01,459.309648
LAK,2022-06-01,14535.289632
LBP,2022-06-01,1614.994842
LKR,2022-06-01,382.890242
LRD,2022-06-01,161.917805
LSL,2022-06-01,16.575686
LTL,2022-06-01,3.145396
LVL,2022-06-01,0.644357
LYD,2022-06-01,5.075884
MAD,2022-06-01,10.521972
MDL,2022-06-01,20.24689
MGA,2022-06-01,4253.529407
MKD,2022-06-01,61.6122
MMK,2022-06-01,1971.963692
MNT,2022-06-01,3276.454378
MOP,2022-06-01,8.607076
MRO,2022-06-01,380.292852
MUR,2022-06-01,46.228116
MVR,2022-06-01,16.452784
MWK,2022-06-01,1084.953419
MXN,2022-06-01,21.002775
MYR,2022-06-01,4.669004
MZN,2022-06-01,67.994965
NAD,2022-06-01,16.575613
NGN,2022-06-01,442.237214
NIO,2022-06-01,38.162471
NOK,2022-06-01,10.102481
NPR,2022-06-01,132.112639
NZD,2022-06-01,1.6439409999999999
OMR,2022-06-01,0.41013299999999997
PAB,2022-06-01,1.065098
PEN,2022-06-01,3.971254
PGK,2022-06-01,3.749413
PHP,2022-06-01,56.11187
PKR,2022-06-01,210.652537
PLN,2022-06-01,4.587698
PYG,2022-06-01,7334.463593
QAR,2022-06-01,3.878558
RON,2022-06-01,4.94019
RSD,2022-06-01,117.406174
RUB,2022-06-01,67.646454
RWF,2022-06-01,1094.008256
SAR,2022-06-01,3.994566
SBD,2022-06-01,8.646625
SCR,2022-06-01,14.465411
SDG,2022-06-01,484.687345
SEK,2022-06-01,10.48975
SGD,2022-06-01,1.464823
SHP,2022-06-01,1.467274
SLL,2022-06-01,13912.120154
SOS,2022-06-01,621.039068
SRD,2022-06-01,22.499604
STD,2022-06-01,22048.453844
SVC,2022-06-01,9.319355
SYP,2022-06-01,2676.379365
SZL,2022-06-01,16.574999
THB,2022-06-01,36.623713
TJS,2022-06-01,12.115062
TMT,2022-06-01,3.728363
TND,2022-06-01,3.234627
TOP,2022-06-01,2.454275
TRY,2022-06-01,17.521921
TTD,2022-06-01,7.222947
TWD,2022-06-01,31.044801
TZS,2022-06-01,2480.959802
UAH,2022-06-01,31.444625
UGX,2022-06-01,4047.23151
USD,2022-06-01,1.065247
UYU,2022-06-01,42.492808
UZS,2022-06-01,11707.060016
VEF,2022-06-01,227781916787.4661
VND,2022-06-01,24714.786309
VUV,2022-06-01,121.721109
WST,2022-06-01,2.747636
XAF,2022-06-01,651.854995
XAG,2022-06-01,0.048881999999999995
XAU,2022-06-01,0.0005769999999999999
XCD,2022-06-01,2.878882
XDR,2022-06-01,0.7890159999999999
XOF,2022-06-01,651.396973
XPF,2022-06-01,119.759664
YER,2022-06-01,266.578172
ZAR,2022-06-01,16.626684
ZMK,2022-06-01,9588.496664
ZMW,2022-06-01,18.398919
ZWL,2022-06-01,343.00897
AED,2022-05-01,3.869741
AFN,2022-05-01,90.606329
ALL,2022-05-01,120.896671
AMD,2022-05-01,477.538301
ANG,2022-05-01,1.898725
AOA,2022-05-01,427.343493
ARS,2022-05-01,121.570043
AUD,2022-05-01,1.491234
AWG,2022-05-01,1.89694
AZN,2022-05-01,1.793321
BAM,2022-05-01,1.950411
BBD,2022-05-01,2.12719
BDT,2022-05-01,91.305715
BGN,2022-05-01,1.951253
BHD,2022-05-01,0.39707699999999996
BIF,2022-05-01,2125.036104
BMD,2022-05-01,1.053563
BND,2022-05-01,1.453561
BOB,2022-05-01,7.253646
BRL,2022-05-01,5.239156
BSD,2022-05-01,1.053573
BTC,2022-05-01,2.7400175e-05
BTN,2022-05-01,80.497545
BWP,2022-05-01,12.754961
BYN,2022-05-01,3.5468450000000002
BYR,2022-05-01,20649.830261
BZD,2022-05-01,2.1236
CAD,2022-05-01,1.354408
CDF,2022-05-01,2120.821652
CHF,2022-05-01,1.026418
CLF,2022-05-01,0.032551
CLP,2022-05-01,898.172948
CNY,2022-05-01,6.962471
COP,2022-05-01,4170.001437
CRC,2022-05-01,697.143049
CUC,2022-05-01,1.053563
CUP,2022-05-01,27.919413
CVE,2022-05-01,110.360726
CZK,2022-05-01,24.590784
DJF,2022-05-01,187.238932
DKK,2022-05-01,7.4384689999999996
DOP,2022-05-01,57.998661
DZD,2022-05-01,152.471941
EGP,2022-05-01,19.487331
ERN,2022-05-01,15.803444
ETB,2022-05-01,54.126782
EUR,2022-05-01,1.0
FJD,2022-05-01,2.264798
FKP,2022-05-01,0.809813
GBP,2022-05-01,0.837951
GEL,2022-05-01,3.208096
GGP,2022-05-01,0.809813
GHS,2022-05-01,7.953948
GIP,2022-05-01,0.809813
GMD,2022-05-01,56.993023
GNF,2022-05-01,9266.084371
GTQ,2022-05-01,8.070178
GYD,2022-05-01,220.457478
HKD,2022-05-01,8.267571
HNL,2022-05-01,25.828091
HRK,2022-05-01,7.557735
HTG,2022-05-01,114.836936
HUF,2022-05-01,378.15265
IDR,2022-05-01,15273.499454
ILS,2022-05-01,3.520401
IMP,2022-05-01,0.809813
INR,2022-05-01,80.622153
IQD,2022-05-01,1538.201642
IRR,2022-05-01,44513.027005
ISK,2022-05-01,137.795498
JEP,2022-05-01,0.809813
JMD,2022-05-01,162.994135
JOD,2022-05-01,0.7472949999999999
JPY,2022-05-01,136.978434
KES,2022-05-01,121.997846
KGS,2022-05-01,86.498975
KHR,2022-05-01,4264.8221
KMF,2022-05-01,490.6967
KPW,2022-05-01,948.206617
KRW,2022-05-01,1331.208243
KWD,2022-05-01,0.323129
KYD,2022-05-01,0.877961
KZT,2022-05-01,468.672284
LAK,2022-05-01,13051.004517
LBP,2022-05-01,1594.533005
LKR,2022-05-01,368.741883
LRD,2022-05-01,159.616499
LSL,2022-05-01,16.730355
LTL,2022-05-01,3.110897
LVL,2022-05-01,0.637289
LYD,2022-05-01,5.041281
MAD,2022-05-01,10.509306
MDL,2022-05-01,19.60822
MGA,2022-05-01,4214.250673
MKD,2022-05-01,61.573667
MMK,2022-05-01,1950.643808
MNT,2022-05-01,3155.276362
MOP,2022-05-01,8.515740000000001
MRO,2022-05-01,376.121727
MUR,2022-05-01,45.627822
MVR,2022-05-01,16.277393
MWK,2022-05-01,857.094341
MXN,2022-05-01,21.51756
MYR,2022-05-01,4.586685
MZN,2022-05-01,67.248894
NAD,2022-05-01,16.730635
NGN,2022-05-01,437.502368
NIO,2022-05-01,37.680706
NOK,2022-05-01,9.89397
NPR,2022-05-01,128.796151
NZD,2022-05-01,1.632053
OMR,2022-05-01,0.40555
PAB,2022-05-01,1.053573
PEN,2022-05-01,4.04305
PGK,2022-05-01,3.678936
PHP,2022-05-01,55.143577
PKR,2022-05-01,195.650017
PLN,2022-05-01,4.679136
PYG,2022-05-01,7208.372171
QAR,2022-05-01,3.836001
RON,2022-05-01,4.94258
RSD,2022-05-01,117.479413
RUB,2022-05-01,77.278302
RWF,2022-05-01,1078.848275
SAR,2022-05-01,3.952123
SBD,2022-05-01,8.465786
SCR,2022-05-01,14.174467
SDG,2022-05-01,471.467758
SEK,2022-05-01,10.349888
SGD,2022-05-01,1.457883
SHP,2022-05-01,1.451176
SLL,2022-05-01,14852.603204
SOS,2022-05-01,610.013114
SRD,2022-05-01,21.936198
STD,2022-05-01,21806.622172
SVC,2022-05-01,9.218388
SYP,2022-05-01,2647.023242
SZL,2022-05-01,16.593758
THB,2022-05-01,36.085052
TJS,2022-05-01,13.122066
TMT,2022-05-01,3.6874700000000002
TND,2022-05-01,3.215999
TOP,2022-05-01,2.436367
TRY,2022-05-01,15.65584
TTD,2022-05-01,7.159508
TWD,2022-05-01,31.026353
TZS,2022-05-01,2449.533568
UAH,2022-05-01,31.869852
UGX,2022-05-01,3745.393753
USD,2022-05-01,1.053563
UYU,2022-05-01,43.67964
UZS,2022-05-01,11773.564277
VEF,2022-05-01,225283561020.1334
VND,2022-05-01,24193.488633
VUV,2022-05-01,118.611836
WST,2022-05-01,2.723925
XAF,2022-05-01,654.139531
XAG,2022-05-01,0.046221
XAU,2022-05-01,0.0005549999999999999
XCD,2022-05-01,2.847306
XDR,2022-05-01,0.786315
XOF,2022-05-01,653.737429
XPF,2022-05-01,119.395015
YER,2022-05-01,263.704313
ZAR,2022-05-01,16.655878
ZMK,2022-05-01,9483.329389
ZMW,2022-05-01,17.936665
ZWL,2022-05-01,339.246782
AED,2022-04-01,4.058143
AFN,2022-04-01,97.226792
ALL,2022-04-01,121.09545
AMD,2022-04-01,535.607341
ANG,2022-04-01,1.992518
AOA,2022-04-01,491.185532
ARS,2022-04-01,122.862632
AUD,2022-04-01,1.4731269999999999
AWG,2022-04-01,1.988722
AZN,2022-04-01,1.882623
BAM,2022-04-01,1.953868
BBD,2022-04-01,2.232287
BDT,2022-04-01,95.329031
BGN,2022-04-01,1.9561229999999998
BHD,2022-04-01,0.41694699999999996
BIF,2022-04-01,2221.843861
BMD,2022-04-01,1.104845
BND,2022-04-01,1.498986
BOB,2022-04-01,7.6119129999999995
BRL,2022-04-01,5.14735
BSD,2022-04-01,1.105555
BTC,2022-04-01,2.3871624e-05
BTN,2022-04-01,83.976793
BWP,2022-04-01,12.686056
BYN,2022-04-01,3.600983
BYR,2022-04-01,21654.967516
BZD,2022-04-01,2.228491
CAD,2022-04-01,1.3831600000000002
CDF,2022-04-01,2220.739415
CHF,2022-04-01,1.022701
CLF,2022-04-01,0.031352
CLP,2022-04-01,865.094254
CNY,2022-04-01,7.030246
COP,2022-04-01,4147.997979
CRC,2022-04-01,724.579271
CUC,2022-04-01,1.104845
CUP,2022-04-01,29.2784
CVE,2022-04-01,110.761175
CZK,2022-04-01,24.36571
DJF,2022-04-01,196.353538
DKK,2022-04-01,7.436758
DOP,2022-04-01,60.789022
DZD,2022-04-01,158.313952
EGP,2022-04-01,20.211292
ERN,2022-04-01,16.572685
ETB,2022-04-01,56.358591
EUR,2022-04-01,1.0
FJD,2022-04-01,2.325744
FKP,2022-04-01,0.847371
GBP,2022-04-01,0.842499
GEL,2022-04-01,3.419541
GGP,2022-04-01,0.847371
GHS,2022-04-01,8.314005
GIP,2022-04-01,0.847371
GMD,2022-04-01,59.555418
GNF,2022-04-01,9811.026492
GTQ,2022-04-01,8.496474
GYD,2022-04-01,231.300352
HKD,2022-04-01,8.655054
HNL,2022-04-01,26.925508999999998
HRK,2022-04-01,7.562339
HTG,2022-04-01,117.74128
HUF,2022-04-01,367.414646
IDR,2022-04-01,15878.22872
ILS,2022-04-01,3.538858
IMP,2022-04-01,0.847371
INR,2022-04-01,83.916981
IQD,2022-04-01,1613.074111
IRR,2022-04-01,46790.198058
ISK,2022-04-01,142.094578
JEP,2022-04-01,0.847371
JMD,2022-04-01,169.491392
JOD,2022-04-01,0.7833789999999999
JPY,2022-04-01,135.351325
KES,2022-04-01,127.171894
KGS,2022-04-01,90.067544
KHR,2022-04-01,4475.728622
KMF,2022-04-01,492.706178
KPW,2022-04-01,994.36114
KRW,2022-04-01,1347.657553
KWD,2022-04-01,0.33615
KYD,2022-04-01,0.921345
KZT,2022-04-01,525.791889
LAK,2022-04-01,12987.456669
LBP,2022-04-01,1672.736142
LKR,2022-04-01,328.856176
LRD,2022-04-01,168.655054
LSL,2022-04-01,16.208502
LTL,2022-04-01,3.262321
LVL,2022-04-01,0.6683100000000001
LYD,2022-04-01,5.126903
MAD,2022-04-01,10.744072
MDL,2022-04-01,20.254956
MGA,2022-04-01,4402.80883
MKD,2022-04-01,61.553175
MMK,2022-04-01,1965.877582
MNT,2022-04-01,3180.598534
MOP,2022-04-01,8.923155
MRO,2022-04-01,394.429575
MUR,2022-04-01,49.365598
MVR,2022-04-01,17.081326
MWK,2022-04-01,903.215148
MXN,2022-04-01,21.941679
MYR,2022-04-01,4.651955
MZN,2022-04-01,70.522691
NAD,2022-04-01,16.208497
NGN,2022-04-01,459.306697
NIO,2022-04-01,39.454441
NOK,2022-04-01,9.622656
NPR,2022-04-01,134.362788
NZD,2022-04-01,1.5941239999999999
OMR,2022-04-01,0.42581399999999997
PAB,2022-04-01,1.105555
PEN,2022-04-01,4.113382
PGK,2022-04-01,3.88947
PHP,2022-04-01,56.933092
PKR,2022-04-01,203.126219
PLN,2022-04-01,4.63866
PYG,2022-04-01,7657.796527
QAR,2022-04-01,4.022784
RON,2022-04-01,4.948054
RSD,2022-04-01,117.89951
RUB,2022-04-01,94.740895
RWF,2022-04-01,1123.627651
SAR,2022-04-01,4.144232
SBD,2022-04-01,8.863616
SCR,2022-04-01,15.94026
SDG,2022-04-01,494.422327
SEK,2022-04-01,10.360814
SGD,2022-04-01,1.499058
SHP,2022-04-01,1.5218180000000001
SLL,2022-04-01,13142.134997
SOS,2022-04-01,645.230018
SRD,2022-04-01,22.899065
STD,2022-04-01,22868.066652
SVC,2022-04-01,9.673977
SYP,2022-04-01,2775.37172
SZL,2022-04-01,16.208489
THB,2022-04-01,37.026722
TJS,2022-04-01,14.339897
TMT,2022-04-01,3.866958
TND,2022-04-01,3.244972
TOP,2022-04-01,2.487062
TRY,2022-04-01,16.226314
TTD,2022-04-01,7.509919
TWD,2022-04-01,31.688845
TZS,2022-04-01,2564.346269
UAH,2022-04-01,32.505251
UGX,2022-04-01,3952.629936
USD,2022-04-01,1.104845
UYU,2022-04-01,45.311643
UZS,2022-04-01,12595.236578
VEF,2022-04-01,236249312177.02832
VND,2022-04-01,25233.561383
VUV,2022-04-01,126.081191
WST,2022-04-01,2.896955
XAF,2022-04-01,655.245488
XAG,2022-04-01,0.044854
XAU,2022-04-01,0.000574
XCD,2022-04-01,2.9859
XDR,2022-04-01,0.799632
XOF,2022-04-01,651.310273
XPF,2022-04-01,119.87969
YER,2022-04-01,276.487934
ZAR,2022-04-01,16.118213
ZMK,2022-04-01,9944.937317
ZMW,2022-04-01,19.818194
ZWL,2022-04-01,355.75973
AED,2022-03-01,4.089166
AFN,2022-03-01,102.153365
ALL,2022-03-01,121.057134
AMD,2022-03-01,539.782814
ANG,2022-03-01,2.005723
AOA,2022-03-01,552.821732
ARS,2022-03-01,119.565559
AUD,2022-03-01,1.53386
AWG,2022-03-01,2.004174
AZN,2022-03-01,1.892388
BAM,2022-03-01,1.9477129999999998
BBD,2022-03-01,2.247135
BDT,2022-03-01,95.683486
BGN,2022-03-01,1.956098
BHD,2022-03-01,0.41978099999999996
BIF,2022-03-01,2225.037306
BMD,2022-03-01,1.113276
BND,2022-03-01,1.5095290000000001
BOB,2022-03-01,7.651345
BRL,2022-03-01,5.745505
BSD,2022-03-01,1.112962
BTC,2022-03-01,2.5067251e-05
BTN,2022-03-01,84.250592
BWP,2022-03-01,12.963617
BYN,2022-03-01,3.323295
BYR,2022-03-01,21820.199848
BZD,2022-03-01,2.243361
CAD,2022-03-01,1.417239
CDF,2022-03-01,2242.695221
CHF,2022-03-01,1.022653
CLF,2022-03-01,0.032547
CLP,2022-03-01,898.06787
CNY,2022-03-01,7.027552
COP,2022-03-01,4322.481395
CRC,2022-03-01,714.701532
CUC,2022-03-01,1.113276
CUP,2022-03-01,29.501801
CVE,2022-03-01,109.807877
CZK,2022-03-01,25.410066
DJF,2022-03-01,197.851683
DKK,2022-03-01,7.439682
DOP,2022-03-01,60.620822
DZD,2022-03-01,157.822367
EGP,2022-03-01,17.486443
ERN,2022-03-01,16.699154
ETB,2022-03-01,57.057473
EUR,2022-03-01,1.0
FJD,2022-03-01,2.367269
FKP,2022-03-01,0.810376
GBP,2022-03-01,0.835035
GEL,2022-03-01,3.529273
GGP,2022-03-01,0.810375
GHS,2022-03-01,7.592991
GIP,2022-03-01,0.810375
GMD,2022-03-01,59.059347
GNF,2022-03-01,9988.617997
GTQ,2022-03-01,8.591717
GYD,2022-03-01,232.759989
HKD,2022-03-01,8.701144
HNL,2022-03-01,27.404547
HRK,2022-03-01,7.571719
HTG,2022-03-01,116.452646
HUF,2022-03-01,376.927254
IDR,2022-03-01,16064.008863
ILS,2022-03-01,3.587631
IMP,2022-03-01,0.810375
INR,2022-03-01,84.390347
IQD,2022-03-01,1624.306227
IRR,2022-03-01,47063.721675
ISK,2022-03-01,142.232208
JEP,2022-03-01,0.810376
JMD,2022-03-01,172.502558
JOD,2022-03-01,0.789281
JPY,2022-03-01,127.838543
KES,2022-03-01,126.702153
KGS,2022-03-01,105.70951
KHR,2022-03-01,4525.101311
KMF,2022-03-01,488.672136
KPW,2022-03-01,1001.948127
KRW,2022-03-01,1341.914416
KWD,2022-03-01,0.337267
KYD,2022-03-01,0.927427
KZT,2022-03-01,544.911567
LAK,2022-03-01,12745.882429
LBP,2022-03-01,1682.77205
LKR,2022-03-01,224.556377
LRD,2022-03-01,171.722852
LSL,2022-03-01,17.012527
LTL,2022-03-01,3.287213
LVL,2022-03-01,0.6734089999999999
LYD,2022-03-01,5.136594
MAD,2022-03-01,10.635079
MDL,2022-03-01,20.478234
MGA,2022-03-01,4440.613997
MKD,2022-03-01,61.693719
MMK,2022-03-01,1978.94252
MNT,2022-03-01,3182.666701
MOP,2022-03-01,8.96
MRO,2022-03-01,397.439163
MUR,2022-03-01,48.430468
MVR,2022-03-01,17.199632
MWK,2022-03-01,903.704932
MXN,2022-03-01,22.988359
MYR,2022-03-01,4.667914
MZN,2022-03-01,71.060193
NAD,2022-03-01,17.138417
NGN,2022-03-01,463.22263
NIO,2022-03-01,39.793165
NOK,2022-03-01,9.891848
NPR,2022-03-01,134.80002
NZD,2022-03-01,1.645872
OMR,2022-03-01,0.42861499999999997
PAB,2022-03-01,1.112962
PEN,2022-03-01,4.2142
PGK,2022-03-01,3.907732
PHP,2022-03-01,57.283581
PKR,2022-03-01,197.768016
PLN,2022-03-01,4.740728
PYG,2022-03-01,7783.791677
QAR,2022-03-01,4.053467
RON,2022-03-01,4.949959
RSD,2022-03-01,117.69354
RUB,2022-03-01,120.806538
RWF,2022-03-01,1128.427087
SAR,2022-03-01,4.176201
SBD,2022-03-01,8.996202
SCR,2022-03-01,16.030919
SDG,2022-03-01,495.407731
SEK,2022-03-01,10.728926
SGD,2022-03-01,1.51149
SHP,2022-03-01,1.5334249999999998
SLL,2022-03-01,13030.889596
SOS,2022-03-01,650.1525
SRD,2022-03-01,22.779873
STD,2022-03-01,23042.555207
SVC,2022-03-01,9.738459
SYP,2022-03-01,2796.547812
SZL,2022-03-01,17.141962
THB,2022-03-01,36.426466
TJS,2022-03-01,12.559516
TMT,2022-03-01,3.896464
TND,2022-03-01,3.241299
TOP,2022-03-01,2.539215
TRY,2022-03-01,15.49145
TTD,2022-03-01,7.548542
TWD,2022-03-01,31.236616
TZS,2022-03-01,2577.232824
UAH,2022-03-01,33.444075
UGX,2022-03-01,3928.645291
USD,2022-03-01,1.113276
UYU,2022-03-01,47.355225
UZS,2022-03-01,12101.17315
VEF,2022-03-01,238051948216.95007
VND,2022-03-01,25402.163778
VUV,2022-03-01,126.547601
WST,2022-03-01,2.908257
XAF,2022-03-01,653.237612
XAG,2022-03-01,0.049437999999999996
XAU,2022-03-01,0.000616
XCD,2022-03-01,3.008682
XDR,2022-03-01,0.797854
XOF,2022-03-01,653.237612
XPF,2022-03-01,118.758686
YER,2022-03-01,278.597266
ZAR,2022-03-01,17.156967
ZMK,2022-03-01,10020.809906
ZMW,2022-03-01,19.815808
ZWL,2022-03-01,358.474258
AED,2022-02-01,4.140576
AFN,2022-02-01,112.41698
